,date,open,high,low,close,volume
0,2025-07-23 00:00:00+05:30,38951.3,39075.55,38701.85,39040.75,0
1,2025-07-24 00:00:00+05:30,39056.15,39120.55,38945.65,39027.95,0
2,2025-07-25 00:00:00+05:30,38980.85,39004.2,38547.15,38617.05,0
3,2025-07-28 00:00:00+05:30,38534.3,38760.55,38232.75,38352.6,0
4,2025-07-29 00:00:00+05:30,38262.45,38507.1,38051.05,38457.2,0
5,2025-07-30 00:00:00+05:30,38448.75,38621.4,38313.8,38545.5,0
6,2025-07-31 00:00:00+05:30,37993.9,38507.25,37854.8,38263.8,0
7,2025-08-01 00:00:00+05:30,38235.65,38316.95,37837.95,37893.5,0
8,2025-08-04 00:00:00+05:30,37919.15,38470.35,37839.9,38414.15,0
9,2025-08-05 00:00:00+05:30,38413.4,38574.0,38164.45,38461.9,0
10,2025-08-06 00:00:00+05:30,38488.05,38488.05,37964.25,38134.8,0
11,2025-08-07 00:00:00+05:30,37721.75,38363.45,37721.75,38282.7,0
12,2025-08-08 00:00:00+05:30,38532.1,38552.6,37458.7,37549.6,0
13,2025-08-11 00:00:00+05:30,37244.05,37367.25,36686.95,37277.5,0
14,2025-08-12 00:00:00+05:30,37276.0,37353.55,36980.2,37034.7,0
15,2025-08-13 00:00:00+05:30,37126.85,37235.65,36841.55,37051.45,0
16,2025-08-14 00:00:00+05:30,37095.5,37467.05,37053.35,37329.6,0
17,2025-08-18 00:00:00+05:30,38034.2,38742.25,38027.8,38590.6,0
18,2025-08-19 00:00:00+05:30,38638.15,38824.1,38432.15,38812.65,0
19,2025-08-20 00:00:00+05:30,38824.15,39042.05,38746.55,38836.25,0
20,2025-08-21 00:00:00+05:30,38940.0,38961.15,38710.4,38750.2,0
21,2025-08-22 00:00:00+05:30,38753.4,38956.95,38703.1,38787.95,0
22,2025-08-25 00:00:00+05:30,38909.85,39214.5,38756.95,39010.7,0
23,2025-08-26 00:00:00+05:30,38949.6,39032.7,38271.7,38320.35,0
24,2025-08-28 00:00:00+05:30,38135.8,38699.3,38100.8,38534.6,0
25,2025-08-29 00:00:00+05:30,38512.4,38734.75,38365.55,38590.95,0
26,2025-09-01 00:00:00+05:30,38644.7,39439.15,38639.4,39393.95,0
27,2025-09-02 00:00:00+05:30,39470.55,39703.55,39398.5,39488.85,0
28,2025-09-03 00:00:00+05:30,39480.5,39846.4,39326.35,39808.15,0
29,2025-09-04 00:00:00+05:30,40472.45,40472.45,39760.9,39830.05,0
30,2025-09-05 00:00:00+05:30,39886.25,40030.2,39684.4,39825.95,0
31,2025-09-08 00:00:00+05:30,39833.3,39900.35,39584.2,39688.9,0
32,2025-09-09 00:00:00+05:30,39804.3,39811.1,39390.4,39639.3,0
33,2025-09-10 00:00:00+05:30,39706.75,39835.4,39429.3,39520.15,0
34,2025-09-11 00:00:00+05:30,39544.75,39670.05,39361.9,39393.5,0
